,Compound,Date,Negative,Neutral,Positive,Tweet,Tweets Ago,User
123,0.0,Thu Mar 22 22:10:29 +0000 2018,1.0,0.0,0.0,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC,24,CBS
124,0.7081,Thu Mar 22 20:52:02 +0000 2018,0.623,0.066,0.311,Save the date! These are season finales you do NOT want to miss. RT if you're excited! https://t.co/UUQoWsPPSh https://t.co/cDl4WmxMtU,25,CBS
125,0.636,Thu Mar 22 00:23:38 +0000 2018,0.802,0.0,0.198,Congratulations to all of the @CBSDaytime nominees for the #DaytimeEmmys! See the full list of #DaytimeEmmy nominee… https://t.co/ivJVJWvfsf,26,CBS
126,0.0,Wed Mar 21 18:00:01 +0000 2018,1.0,0.0,0.0,Female Vocalist Of The Year nominee @MarenMorris will show her fans how it’s done when she takes the stage to showc… https://t.co/PITjmAoFT8,27,CBS
127,0.5106,Tue Mar 20 20:00:01 +0000 2018,0.858,0.0,0.142,The legendary @Reba returns to host the 53rd #ACMawards and she’s proving just how comfortable she is behind the mi… https://t.co/XPXcSPRXqC,28,CBS
128,0.0,Tue Mar 20 17:58:43 +0000 2018,1.0,0.0,0.0,RT @nancyodell: Told my daughter I'd be presenting at @ACMawards again this year. (Woot woot!We both luv country music!)She took this pic o…,29,CBS
129,0.5562,Tue Mar 20 16:52:42 +0000 2018,0.826,0.0,0.174,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR,30,CBS
130,0.0,Tue Mar 20 16:11:00 +0000 2018,1.0,0.0,0.0,"Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stell… https://t.co/bJ4If7MacP",31,CBS
131,0.7845,Mon Mar 19 21:02:26 +0000 2018,0.619,0.072,0.309,"RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ❤️ Get ready to celebrate 45 years of #YR starting in just…",32,CBS
132,0.0,Sun Mar 18 23:44:30 +0000 2018,1.0,0.0,0.0,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M,33,CBS
133,0.6514,Sun Mar 18 18:05:43 +0000 2018,0.787,0.0,0.213,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju,34,CBS
134,0.1867,Sun Mar 18 17:09:53 +0000 2018,0.92,0.0,0.08,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…",35,CBS
135,0.0,Sat Mar 17 19:00:02 +0000 2018,1.0,0.0,0.0,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp",36,CBS
136,0.6166,Sat Mar 17 17:42:43 +0000 2018,0.839,0.0,0.161,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog,37,CBS
137,0.7096,Sat Mar 17 14:00:03 +0000 2018,0.753,0.0,0.247,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL,38,CBS
138,0.296,Fri Mar 16 22:53:21 +0000 2018,0.896,0.0,0.104,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i,39,CBS
139,0.0,Fri Mar 16 18:15:53 +0000 2018,1.0,0.0,0.0,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…",40,CBS
140,0.6514,Fri Mar 16 16:28:40 +0000 2018,0.822,0.0,0.178,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP,41,CBS
141,0.7088,Thu Mar 15 17:54:06 +0000 2018,0.763,0.0,0.237,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions 🗣💬➡️ https://t.co/ie1…",42,CBS
142,-0.4939,Thu Mar 15 17:20:26 +0000 2018,0.766,0.157,0.077,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…,43,CBS
143,0.6514,Thu Mar 15 16:42:41 +0000 2018,0.806,0.0,0.194,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb,44,CBS
144,0.6115,Thu Mar 15 14:32:16 +0000 2018,0.734,0.0,0.266,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR,45,CBS
145,0.6696,Wed Mar 14 19:30:01 +0000 2018,0.781,0.0,0.219,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S",46,CBS
146,0.3612,Tue Mar 13 18:48:52 +0000 2018,0.857,0.0,0.143,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…",47,CBS
147,0.539,Tue Mar 13 14:15:10 +0000 2018,0.821,0.0,0.179,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI",48,CBS
148,0.2244,Mon Mar 12 18:13:28 +0000 2018,0.917,0.0,0.083,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is 🔥🔥🔥! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…,49,CBS
149,0.0,Mon Mar 12 01:20:43 +0000 2018,1.0,0.0,0.0,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…",50,CBS
150,0.4926,Fri Mar 09 22:48:26 +0000 2018,0.883,0.0,0.117,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…,51,CBS
151,0.1275,Fri Mar 09 22:24:20 +0000 2018,0.795,0.092,0.113,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…",52,CBS
152,0.4215,Fri Mar 09 21:10:21 +0000 2018,0.823,0.0,0.177,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N",53,CBS
153,0.8658,Fri Mar 09 18:27:28 +0000 2018,0.553,0.0,0.447,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…",54,CBS
154,0.0,Fri Mar 09 16:02:27 +0000 2018,1.0,0.0,0.0,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW,55,CBS
155,0.8625,Thu Mar 08 18:00:49 +0000 2018,0.664,0.0,0.336,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT,56,CBS
156,0.4926,Thu Mar 08 17:03:04 +0000 2018,0.868,0.0,0.132,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy,57,CBS
157,-0.2023,Wed Mar 07 18:39:10 +0000 2018,0.619,0.23,0.15,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…",58,CBS
158,0.0,Wed Mar 07 17:06:02 +0000 2018,1.0,0.0,0.0,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",59,CBS
159,0.6705,Tue Mar 06 18:10:59 +0000 2018,0.756,0.0,0.244,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",60,CBS
160,0.3818,Mon Mar 05 22:16:43 +0000 2018,0.833,0.0,0.167,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",61,CBS
161,0.4404,Sun Mar 04 08:05:26 +0000 2018,0.884,0.0,0.116,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",62,CBS
162,0.0,Sat Mar 03 20:55:20 +0000 2018,1.0,0.0,0.0,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",63,CBS
163,0.7096,Fri Mar 02 22:30:01 +0000 2018,0.753,0.0,0.247,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",64,CBS
164,0.7096,Fri Mar 02 20:30:01 +0000 2018,0.718,0.0,0.282,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",65,CBS
165,0.4939,Fri Mar 02 18:45:00 +0000 2018,0.849,0.0,0.151,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",66,CBS
166,-0.6981,Thu Mar 01 18:59:01 +0000 2018,0.79,0.21,0.0,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,67,CBS
167,0.4547,Thu Mar 01 18:12:57 +0000 2018,0.749,0.092,0.159,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",68,CBS
168,0.8591,Thu Mar 01 18:11:50 +0000 2018,0.462,0.0,0.538,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,69,CBS
169,0.4885,Thu Mar 01 18:10:50 +0000 2018,0.615,0.151,0.234,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,70,CBS
170,0.5994,Thu Mar 01 14:36:21 +0000 2018,0.822,0.0,0.178,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",71,CBS
171,0.7717,Thu Mar 01 14:29:20 +0000 2018,0.675,0.0,0.325,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",72,CBS
172,0.6908,Thu Mar 01 14:15:29 +0000 2018,0.725,0.0,0.275,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",73,CBS
173,0.0,Thu Mar 01 13:50:11 +0000 2018,1.0,0.0,0.0,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",74,CBS
174,0.0,Thu Mar 01 01:04:52 +0000 2018,1.0,0.0,0.0,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,75,CBS
175,0.0,Wed Feb 28 19:56:58 +0000 2018,1.0,0.0,0.0,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",76,CBS
176,0.4404,Wed Feb 28 19:08:30 +0000 2018,0.884,0.0,0.116,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",77,CBS
177,0.5562,Tue Feb 27 03:23:47 +0000 2018,0.848,0.0,0.152,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,78,CBS
178,0.0,Mon Feb 26 22:50:32 +0000 2018,1.0,0.0,0.0,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",79,CBS
179,0.0,Mon Feb 26 21:08:30 +0000 2018,1.0,0.0,0.0,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",80,CBS
180,0.4482,Mon Feb 26 19:53:41 +0000 2018,0.895,0.0,0.105,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",81,CBS
181,0.784,Mon Feb 26 18:32:36 +0000 2018,0.734,0.0,0.266,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,82,CBS
182,0.9359,Mon Feb 26 18:20:16 +0000 2018,0.571,0.0,0.429,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,83,CBS
183,-0.5423,Mon Feb 26 16:53:56 +0000 2018,0.816,0.184,0.0,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",84,CBS
184,0.0,Mon Feb 26 16:52:01 +0000 2018,1.0,0.0,0.0,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",85,CBS
185,0.0,Mon Feb 26 16:17:55 +0000 2018,1.0,0.0,0.0,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",86,CBS
186,0.7644,Mon Feb 26 01:12:32 +0000 2018,0.769,0.0,0.231,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",87,CBS
187,0.0,Sun Feb 25 21:51:32 +0000 2018,1.0,0.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,88,CBS
188,0.0,Sun Feb 25 21:51:22 +0000 2018,1.0,0.0,0.0,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",89,CBS
189,0.5093,Fri Feb 23 18:15:40 +0000 2018,0.845,0.0,0.155,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,90,CBS
190,0.0,Thu Feb 22 19:26:52 +0000 2018,1.0,0.0,0.0,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",91,CBS
191,0.0,Wed Feb 21 19:20:04 +0000 2018,1.0,0.0,0.0,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,92,CBS
192,0.6808,Wed Feb 21 18:19:25 +0000 2018,0.752,0.0,0.248,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",93,CBS
193,0.4404,Tue Feb 20 19:55:19 +0000 2018,0.884,0.0,0.116,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",94,CBS
194,-0.4019,Tue Feb 20 17:58:18 +0000 2018,0.881,0.119,0.0,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",95,CBS
195,0.3612,Tue Feb 20 17:39:51 +0000 2018,0.872,0.0,0.128,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,96,CBS
196,0.6124,Sat Feb 17 01:07:20 +0000 2018,0.773,0.0,0.227,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",97,CBS
197,0.3182,Fri Feb 16 18:42:43 +0000 2018,0.892,0.0,0.108,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",98,CBS
198,0.68,Fri Feb 16 17:48:20 +0000 2018,0.752,0.0,0.248,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",99,CBS
199,0.8619,Wed Feb 14 19:23:27 +0000 2018,0.534,0.0,0.466,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,100,CBS
200,0.7096,Sat Mar 24 03:45:18 +0000 2018,0.642,0.087,0.272,How much of a struggle is it for transgender or intersex individuals to find acceptance and love in modern-day Indi… https://t.co/tIuvh9nxQY,1,CNN
201,-0.1796,Sat Mar 24 03:36:03 +0000 2018,0.693,0.169,0.138,The Trump era has been very good to Iraq War hawks | Analysis by CNN's Gregory Krieg https://t.co/V7rmQ91TcY https://t.co/bTKR2Vtt6C,2,CNN
202,0.128,Sat Mar 24 03:31:06 +0000 2018,0.919,0.0,0.081,At least one investigation has been launched into how a senior adviser to Veterans Affairs Secretary David Shulkin… https://t.co/obTgPuXNkK,3,CNN
203,-0.5423,Sat Mar 24 03:16:04 +0000 2018,0.8,0.2,0.0,"A video shows a fatal police shooting of an Illinois woman, and her family wants answers https://t.co/22G4LKFKj8",4,CNN
204,0.0,Sat Mar 24 03:07:37 +0000 2018,1.0,0.0,0.0,The 26 oddest lines from Donald Trump's totally bizarro omnibus signing announcement | Analysis by CNN's Chris Cill… https://t.co/a8gg0xIxix,5,CNN
205,0.0,Sat Mar 24 03:01:02 +0000 2018,0.769,0.115,0.115,Exclusive: Inside the base that would oversee a US nuclear strike https://t.co/KIFZL3gMMz https://t.co/fpqL5PGdqW,6,CNN
206,0.0,Sat Mar 24 02:51:23 +0000 2018,1.0,0.0,0.0,"Why I'm marching on Saturday ... in a wheelchair || Karina Vargas, who was shot outside her school in Colorado, wri… https://t.co/NlVwhhbu8C",7,CNN
207,-0.5574,Sat Mar 24 02:46:03 +0000 2018,0.847,0.153,0.0,"Five years on, Chinese doctor Zhang Qimao still simmers with rage over what happened to her when she reported a sex… https://t.co/adCpsQVwZg",8,CNN
208,-0.5574,Sat Mar 24 02:37:07 +0000 2018,0.833,0.167,0.0,RT @CNNTonight: The White House announces a policy to ban most transgender troops from serving in the military https://t.co/L8gejLhYc9 http…,9,CNN
209,0.743,Sat Mar 24 02:36:48 +0000 2018,0.76,0.0,0.24,"RT @AC360: Former Cambridge Analytica staff say a super PAC run by John Bolton, President Trump's new national security adviser, used the c…",10,CNN
210,-0.3818,Sat Mar 24 02:35:41 +0000 2018,0.86,0.14,0.0,"With Lt. Gen H.R. McMaster's departure, the White House is losing a real warrior, writes @peterbergencnn via… https://t.co/dSVJ5WvKgM",11,CNN
211,-0.2732,Sat Mar 24 02:30:18 +0000 2018,0.9,0.1,0.0,The lawyer representing the porn star suing President Donald Trump called a tweet he posted of an apparent data dis… https://t.co/Y8bkEh0OmG,12,CNN
212,-0.5719,Sat Mar 24 02:16:07 +0000 2018,0.793,0.207,0.0,"Former Deputy FBI Director Andrew McCabe is speaking out about his recent firing, saying the allegations of ""lack o… https://t.co/k2ORmOkeeH",13,CNN
213,-0.2732,Sat Mar 24 02:09:35 +0000 2018,0.913,0.087,0.0,Why build a bigger cruise ship when you can just cut one in half and add an extra 50 feet to the middle?… https://t.co/Gk41THywKV,14,CNN
214,0.0772,Sat Mar 24 02:01:42 +0000 2018,0.796,0.095,0.109,"""Sometimes I forget that we are the high schoolers here."" Cameron Kasky and fellow Parkland survivors share exclusi… https://t.co/cwU8Q4iLzV",15,CNN
215,0.128,Sat Mar 24 02:01:10 +0000 2018,0.742,0.096,0.162,“What can we do to stop this from continuing?” Emma González and fellow Parkland survivors share exclusive video di… https://t.co/hcVuJPQ799,16,CNN
216,-0.0644,Sat Mar 24 01:59:55 +0000 2018,0.95,0.05,0.0,"""It's going to be tough, but I'm going to get through this and I'm going to survive and it's going to be okay."" Ale… https://t.co/C0dbtrGRHH",17,CNN
217,-0.765,Sat Mar 24 01:59:37 +0000 2018,0.752,0.248,0.0,"“I'm in a lot of pain, and I've never been face with this kind of pain before.” Sam Fuentes and Parkland survivors… https://t.co/7YY0uHZpCf",18,CNN
218,0.0,Sat Mar 24 01:54:36 +0000 2018,1.0,0.0,0.0,The 29(!) major Trump headlines this week | Analysis by @CillizzaCNN https://t.co/tCcXmkv6L7 https://t.co/g6gfJ3Y88C,19,CNN
219,-0.5574,Sat Mar 24 01:41:03 +0000 2018,0.841,0.159,0.0,JUST IN: The White House has announced a policy to ban most transgender persons from serving in the US military… https://t.co/uj1gqzgJJE,20,CNN
220,0.7096,Sat Mar 24 03:45:18 +0000 2018,0.642,0.087,0.272,How much of a struggle is it for transgender or intersex individuals to find acceptance and love in modern-day Indi… https://t.co/tIuvh9nxQY,21,CNN
221,-0.1796,Sat Mar 24 03:36:03 +0000 2018,0.693,0.169,0.138,The Trump era has been very good to Iraq War hawks | Analysis by CNN's Gregory Krieg https://t.co/V7rmQ91TcY https://t.co/bTKR2Vtt6C,22,CNN
222,0.128,Sat Mar 24 03:31:06 +0000 2018,0.919,0.0,0.081,At least one investigation has been launched into how a senior adviser to Veterans Affairs Secretary David Shulkin… https://t.co/obTgPuXNkK,23,CNN
223,-0.5423,Sat Mar 24 03:16:04 +0000 2018,0.8,0.2,0.0,"A video shows a fatal police shooting of an Illinois woman, and her family wants answers https://t.co/22G4LKFKj8",24,CNN
224,0.0,Sat Mar 24 03:07:37 +0000 2018,1.0,0.0,0.0,The 26 oddest lines from Donald Trump's totally bizarro omnibus signing announcement | Analysis by CNN's Chris Cill… https://t.co/a8gg0xIxix,25,CNN
225,0.0,Sat Mar 24 03:01:02 +0000 2018,0.769,0.115,0.115,Exclusive: Inside the base that would oversee a US nuclear strike https://t.co/KIFZL3gMMz https://t.co/fpqL5PGdqW,26,CNN
226,0.0,Sat Mar 24 02:51:23 +0000 2018,1.0,0.0,0.0,"Why I'm marching on Saturday ... in a wheelchair || Karina Vargas, who was shot outside her school in Colorado, wri… https://t.co/NlVwhhbu8C",27,CNN
227,-0.5574,Sat Mar 24 02:46:03 +0000 2018,0.847,0.153,0.0,"Five years on, Chinese doctor Zhang Qimao still simmers with rage over what happened to her when she reported a sex… https://t.co/adCpsQVwZg",28,CNN
228,-0.5574,Sat Mar 24 02:37:07 +0000 2018,0.833,0.167,0.0,RT @CNNTonight: The White House announces a policy to ban most transgender troops from serving in the military https://t.co/L8gejLhYc9 http…,29,CNN
229,0.743,Sat Mar 24 02:36:48 +0000 2018,0.76,0.0,0.24,"RT @AC360: Former Cambridge Analytica staff say a super PAC run by John Bolton, President Trump's new national security adviser, used the c…",30,CNN
230,-0.3818,Sat Mar 24 02:35:41 +0000 2018,0.86,0.14,0.0,"With Lt. Gen H.R. McMaster's departure, the White House is losing a real warrior, writes @peterbergencnn via… https://t.co/dSVJ5WvKgM",31,CNN
231,-0.2732,Sat Mar 24 02:30:18 +0000 2018,0.9,0.1,0.0,The lawyer representing the porn star suing President Donald Trump called a tweet he posted of an apparent data dis… https://t.co/Y8bkEh0OmG,32,CNN
232,-0.5719,Sat Mar 24 02:16:07 +0000 2018,0.793,0.207,0.0,"Former Deputy FBI Director Andrew McCabe is speaking out about his recent firing, saying the allegations of ""lack o… https://t.co/k2ORmOkeeH",33,CNN
233,-0.2732,Sat Mar 24 02:09:35 +0000 2018,0.913,0.087,0.0,Why build a bigger cruise ship when you can just cut one in half and add an extra 50 feet to the middle?… https://t.co/Gk41THywKV,34,CNN
234,0.0772,Sat Mar 24 02:01:42 +0000 2018,0.796,0.095,0.109,"""Sometimes I forget that we are the high schoolers here."" Cameron Kasky and fellow Parkland survivors share exclusi… https://t.co/cwU8Q4iLzV",35,CNN
235,0.128,Sat Mar 24 02:01:10 +0000 2018,0.742,0.096,0.162,“What can we do to stop this from continuing?” Emma González and fellow Parkland survivors share exclusive video di… https://t.co/hcVuJPQ799,36,CNN
236,-0.0644,Sat Mar 24 01:59:55 +0000 2018,0.95,0.05,0.0,"""It's going to be tough, but I'm going to get through this and I'm going to survive and it's going to be okay."" Ale… https://t.co/C0dbtrGRHH",37,CNN
237,-0.765,Sat Mar 24 01:59:37 +0000 2018,0.752,0.248,0.0,"“I'm in a lot of pain, and I've never been face with this kind of pain before.” Sam Fuentes and Parkland survivors… https://t.co/7YY0uHZpCf",38,CNN
238,0.0,Sat Mar 24 01:54:36 +0000 2018,1.0,0.0,0.0,The 29(!) major Trump headlines this week | Analysis by @CillizzaCNN https://t.co/tCcXmkv6L7 https://t.co/g6gfJ3Y88C,39,CNN
239,-0.5574,Sat Mar 24 01:41:03 +0000 2018,0.841,0.159,0.0,JUST IN: The White House has announced a policy to ban most transgender persons from serving in the US military… https://t.co/uj1gqzgJJE,40,CNN
240,-0.0572,Sat Mar 24 01:37:50 +0000 2018,0.94,0.06,0.0,"""I'm marching because I don't want this to happen to any other child and it really shouldn't have happened."" 12-yea… https://t.co/HHnpCQioMa",41,CNN
